"Id";"Requirement Summary";"Description";"Estimated Effort (man hours)";"Actual Effort (man hours)";"Size (Story Points)";"External Sources";"Internal Sources";"Baselines";"Categories";"Priority";"Criticality";"Feasibility";"Technical Risk";"Vote";"Release Id";"Status";"Parent Requirement";"Assignee";"Assignee Full Name";"Reporter";"Number Of Attachments";"Attachments";"Created On";"Updated On";"Custom Id";"Requirement Code";"Türksat Onay";"TŞM";"Danışman Onay";"Kapsam Dışı mı ?";"Fonksiyonel Olmayan Kategori";"Vasıflandırma Yöntemleri";"Test Metotları";"Test Seviyeleri";"Test Tipleri";"External Id";"Depends On";"Dependents";"Test Cases";"Sub-task";"Story";"Bug";"Epic";"Analysis";"Analysis Sub-task";"Use-Case";"Design Task"
"KKTCGBS-R2398 {1}";"Yazılım sorgulama ekranı aracılığıyla antrepo giriş ve çıkış hareketlerini antrepo tipi ve antrepo bazlı aramasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:12 PM";"08 May 2018 02:53 PM";"KKTCGBS-R-1.9.2.3";"SRS_AST_7.9.2_003";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Test, Gösterim";"Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Beta Testi, Entegrasyon Testi, Sistem Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi, Performans Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-635";""
"KKTCGBS-R2399 {1}";"Yazılım sorgulama ekranı aracılığıyla antrepo giriş ve çıkış hareketlerini öznitelik bazlı aramasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:12 PM";"08 May 2018 02:53 PM";"KKTCGBS-R-1.9.2.4";"SRS_AST_7.9.2_004";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim, Test";"Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Sistem Testi, Entegrasyon Testi, Beta Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Uyumluluk Testi, Performans Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-633";""
"KKTCGBS-R2400 {1}";"Yazılım sorgulama ekranı aracılığıyla antrepo giriş ve çıkış hareketlerini ek kod bazlı aramasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:54 PM";"KKTCGBS-R-1.9.2.5";"SRS_AST_7.9.2_005";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Test, Gösterim";"Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Sistem Testi, Beta Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi, Performans Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-632";""
"KKTCGBS-R2401 {1}";"Yazılım sorgulama ekranı aracılığıyla antrepo giriş ve çıkış hareketlerini tamamlayıcı bilgi bazlı aramasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:54 PM";"KKTCGBS-R-1.9.2.6";"SRS_AST_7.9.2_006";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim, Test";"Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Birim Testi, Kullanıcı Kabul Testi, Bileşen Testi, Sistem Testi, Beta Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi, Performans Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-630";""
"KKTCGBS-R2402 {1}";"Yazılım antrepo izleme aracılığıyla antrepoda bulunan eşya bilgilerini GTİP bazlı miktarı ile beraber gruplanmış şekilde göstermeye olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:55 PM";"KKTCGBS-R-1.9.2.7";"SRS_AST_7.9.2_007";"";"Hayır";"";"Hayır";"";"Gösterim, Muayene, Analiz";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Entegrasyon Testi, Beta Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-629, KKTCGBS-619";""
"KKTCGBS-R2403 {1}";"Yazılım antrepo izleme aracılığıyla antrepoda bulunan eşya bilgilerini öznitelik bazlı miktarı ile beraber gruplanmış şekilde göstermeye olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:55 PM";"KKTCGBS-R-1.9.2.8";"SRS_AST_7.9.2_008";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Entegrasyon Testi";"Duman Testi, Makulluk Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-629";""
"KKTCGBS-R2404 {1}";"Yazılım antrepo izleme aracılığıyla antrepoda bulunan eşya bilgilerini ek kod bazlı miktarı ile beraber gruplanmış şekilde göstermeye olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:57 PM";"KKTCGBS-R-1.9.2.9";"SRS_AST_7.9.2_009";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Beta Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-629";""
"KKTCGBS-R2405 {1}";"Yazılım antrepo izleme aracılığıyla antrepoda bulunan eşya bilgilerini tamamlayıcı bilgi bazlı miktarı ile beraber gruplanmış şekilde göstermeye olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R186 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:13 PM";"08 May 2018 02:57 PM";"KKTCGBS-R-1.9.2.10";"SRS_AST_7.9.2_010";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Beta Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-483";"KKTCGBS-629";""
"KKTCGBS-R187 {1}";"7.9.3 Eşyalarla ilgili ek bilgi girişi (son kullanma tarihi, kullanım ömrü, vb.) sağlanabilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R184 {1}";"";"";"talipk";"0";"";"21 Nov 2017 05:56 PM";"13 Feb 2018 09:22 AM";"KKTCGBS-R-1.9.3";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R2406 {1}";"Yazılım antrepoya giriş yapılırken seçilen beyanname kalemlerinin tamamlayıcı bilgilerinin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:14 PM";"08 May 2018 03:03 PM";"KKTCGBS-R-1.9.3.1";"SRS_AST_7.9.3_001";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Bileşen Testi, Birim Testi, Alfa Testi, Kullanıcı Kabul Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-696";""
"KKTCGBS-R2407 {1}";"Yazılım antrepoya giriş yapılırken seçilen beyanname kalemlerinin ek kodların gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:15 PM";"08 May 2018 03:05 PM";"KKTCGBS-R-1.9.3.2";"SRS_AST_7.9.3_002";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi, Kullanıcı Kabul Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-696";""
"KKTCGBS-R2408 {1}";"Yazılım antrepoya giriş yapılırken seçilen beyanname kalemlerinin belgelerin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:15 PM";"08 May 2018 03:06 PM";"KKTCGBS-R-1.9.3.3";"SRS_AST_7.9.3_003";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Birim Testi, Bileşen Testi, Kullanıcı Kabul Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-696";""
"KKTCGBS-R2409 {1}";"Yazılım antrepoya giriş yapılırken seçilen beyanname kalemlerinin tüm beyan edilmiş özniteliklerinin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:15 PM";"08 May 2018 03:08 PM";"KKTCGBS-R-1.9.3.4";"SRS_AST_7.9.3_004";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Bileşen Testi, Birim Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-696";""
"KKTCGBS-R2410 {1}";"Yazılım antrepodan çıkış yapılırken seçilen beyanname kalemlerinin tamamlayıcı bilgilerinin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:15 PM";"08 May 2018 03:08 PM";"KKTCGBS-R-1.9.3.5";"SRS_AST_7.9.3_005";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Geliştirme Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-670";""
"KKTCGBS-R2411 {1}";"Yazılım antrepodan çıkış yapılırken seçilen beyanname kalemlerinin ek kodların gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:15 PM";"08 May 2018 03:09 PM";"KKTCGBS-R-1.9.3.6";"SRS_AST_7.9.3_006";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-670";""
"KKTCGBS-R2412 {1}";"Yazılım antrepodan çıkış yapılırken seçilen beyanname kalemlerinin belgelerin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"08 May 2018 03:09 PM";"KKTCGBS-R-1.9.3.7";"SRS_AST_7.9.3_007";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-670";""
"KKTCGBS-R2413 {1}";"Yazılım antrepodan çıkış yapılırken seçilen beyanname kalemlerinin tüm beyan edilmiş özniteliklerinin gösterilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R187 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"08 May 2018 03:10 PM";"KKTCGBS-R-1.9.3.8";"SRS_AST_7.9.3_008";"";"Hayır";"";"Hayır";"";"Analiz, Muayene, Gösterim";"Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-484";"KKTCGBS-670";""
"KKTCGBS-R188 {1}";"7.9.4 Antrepoya giren ve çıkan eşyalar, ilgili beyanname ve kalemleri ile ilişkilendirilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R184 {1}";"";"";"talipk";"0";"";"21 Nov 2017 05:56 PM";"21 Feb 2018 02:37 PM";"KKTCGBS-R-1.9.4";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R2414 {1}";"Yazılım antrepoya giriş yapılırken kullanıcıların kalem bilgileri için antrepo beyanname seçebilmelerine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"07 May 2018 11:56 AM";"KKTCGBS-R-1.9.4.1";"SRS_AST_7.9.4_001";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Duman Testi, Otomatik Testi, Regresyon Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-696";""
"KKTCGBS-R2415 {1}";"Yazılım antrepoya giriş yapılırken kullanıcıların beyanname kalemlerini seçebilmelerine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"07 May 2018 11:58 AM";"KKTCGBS-R-1.9.4.2";"SRS_AST_7.9.4_002";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Duman Testi, Otomatik Testi, Regresyon Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-696";""
"KKTCGBS-R2416 {1}";"Yazılım antrepoya giriş yapılırken kullanıcıların beyanname kalemlerinin öznitelikleri üzerinden miktarı kendisinin belirleyeceği şekilde giriş yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"08 May 2018 03:11 PM";"KKTCGBS-R-1.9.4.3";"SRS_AST_7.9.4_003";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Birim Testi, Kullanıcı Kabul Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-696";""
"KKTCGBS-R2417 {1}";"Yazılım antrepoya giriş yapılırken kullanıcıların beyanname kalemlerinin GTİP bilgileri üzerinden miktarı kendisinin belirleyeceği şekilde giriş yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:16 PM";"08 May 2018 03:12 PM";"KKTCGBS-R-1.9.4.4";"SRS_AST_7.9.4_004";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-696";""
"KKTCGBS-R2418 {1}";"Yazılım antrepoya giriş yapılırken kullanıcıların giriş tarihi, girilecek miktar, açıklama , stok numarası ve eksik belge var mı veri alanlarının giriş yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"08 May 2018 03:13 PM";"KKTCGBS-R-1.9.4.5";"SRS_AST_7.9.4_005";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-696";""
"KKTCGBS-R2419 {1}";"Yazılım antrepodan çıkış yapılırken kullanıcıların kalem bilgileri için beyanname seçebilmelerine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"07 May 2018 12:00 PM";"KKTCGBS-R-1.9.4.6";"SRS_AST_7.9.4_006";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Duman Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R2420 {1}";"Yazılım antrepodan çıkış yapılırken kullanıcıların beyanname kalemlerini seçebilmelerine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"08 May 2018 03:15 PM";"KKTCGBS-R-1.9.4.7";"SRS_AST_7.9.4_007";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi, Beta Testi";"Duman Testi, Regresyon Testi, Otomatik Testi, Uyumluluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R2421 {1}";"Yazılım antrepodan çıkış yapılırken kullanıcıların beyanname kalemlerinin öznitelikleri üzerinden miktarı değiştirilemeyecek şekilde çıkış yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"08 May 2018 03:15 PM";"KKTCGBS-R-1.9.4.8";"SRS_AST_7.9.4_008";"";"Hayır";"";"Hayır";"";"Analiz, Muayene, Gösterim";"Arayüz Tekniği, Kara kutu, Beyaz kutu";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Beta Testi";"Duman Testi, Regresyon Testi, Otomatik Testi, Makulluk Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R2422 {1}";"Yazılım antrepodan çıkış yapılırken kullanıcıların beyanname kalemlerinin GTİP bilgileri üzerinden miktarı değiştirilemeyecek şekilde çıkış yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"07 May 2018 01:33 PM";"KKTCGBS-R-1.9.4.9";"SRS_AST_7.9.4_009";"";"Hayır";"";"Hayır";"";"Analiz, Muayene, Gösterim";"Kara kutu, Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi";"Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R2423 {1}";"Yazılım antrepodan çıkış yapılırken kullanıcıların çıkış tarihi, açıklama veri alanlarının giriş yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"08 May 2018 03:15 PM";"KKTCGBS-R-1.9.4.10";"SRS_AST_7.9.4_010";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu, Dinamik";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Beta Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R2424 {1}";"Yazılım antrepodan çıkış yapılırken antrepo giriş kayıtları üzerinden miktar bazlı ilişkilendirme yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R188 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"08 May 2018 03:16 PM";"KKTCGBS-R-1.9.4.11";"SRS_AST_7.9.4_011";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-485";"KKTCGBS-670";""
"KKTCGBS-R189 {1}";"7.9.5 Otomobil vb. eşyaların özellikleri, belirlenmiş bir formatta (excel, csv, vb.) UYGULAMA’ya alınarak, beyanname ile ilişkilendirilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R184 {1}";"";"";"talipk";"0";"";"21 Nov 2017 05:56 PM";"13 Feb 2018 09:22 AM";"KKTCGBS-R-1.9.5";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R2425 {1}";"Yazılım beyanname kalem bilgileri ekranında özniteliklerin belirtilebileceği Excel şablonunun indirilebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R189 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:17 PM";"07 May 2018 01:37 PM";"KKTCGBS-R-1.9.5.1";"SRS_AST_7.9.5_001";"";"Hayır";"";"Hayır";"";"Gösterim, Muayene, Analiz";"Kara kutu, Beyaz kutu, Arayüz Tekniği";"Kullanıcı Kabul Testi, Alfa Testi";"Uyumluluk Testi, Otomatik Testi, Regresyon Testi, Duman Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-486";"";""
"KKTCGBS-R2426 {1}";"Yazılım beyanname kalem bilgileri ekranında özniteliklerin belirtilebileceği Excel şablonunun dolu halinin yüklenebilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R189 {1}";"";"";"talipk";"0";"";"21 Feb 2018 02:18 PM";"08 May 2018 03:16 PM";"KKTCGBS-R-1.9.5.2";"SRS_AST_7.9.5_002";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Arayüz Tekniği";"Kullanıcı Kabul Testi, Entegrasyon Testi, Alfa Testi";"Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-486";"";""
