"Id";"Requirement Summary";"Description";"Estimated Effort (man hours)";"Actual Effort (man hours)";"Size (Story Points)";"External Sources";"Internal Sources";"Baselines";"Categories";"Priority";"Criticality";"Feasibility";"Technical Risk";"Vote";"Release Id";"Status";"Parent Requirement";"Assignee";"Assignee Full Name";"Reporter";"Number Of Attachments";"Attachments";"Created On";"Updated On";"Custom Id";"Requirement Code";"Türksat Onay";"TŞM";"Danışman Onay";"Kapsam Dışı mı ?";"Fonksiyonel Olmayan Kategori";"Vasıflandırma Yöntemleri";"Test Metotları";"Test Seviyeleri";"Test Tipleri";"External Id";"Depends On";"Dependents";"Test Cases";"Sub-task";"Story";"Bug";"Epic";"Analysis";"Analysis Sub-task";"Use-Case";"Design Task"
"KKTCGBS-R23 {1}";"GÜMRÜK BİLGİ SİSTEMİ YAZILIMI (İŞ PAKETİ 3)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"talipk";"0";"";"21 Nov 2017 03:59 PM";"14 Dec 2017 03:36 PM";"KKTCGBS-R-1";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R2225 {1}";"7.1 Gümrük Bilgi Sistemi ModülleriGümrük Bilgi Sistemi aşağıdaki ana modülleri içerecektir.Özet Beyan ModülüDetaylı Beyan ModülüTahsilat ModülüTarife ModülüRisk Analizleri ModülüAraç, Konteyner ve Yolcu Takip ModülüTasfiye ModülüAntrepo Stok Takip ModülüBilgi Yönetim ve Destek Modülü";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Olmayan Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R23 {1}";"";"";"talipk";"0";"";"19 Feb 2018 11:46 AM";"21 Feb 2018 02:20 PM";"KKTCGBS-R-1.1";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R24 {1}";"7.2 Özet Beyan Modülü Gereksinimleri (Manifesto/Kargo Beyannamesi)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R23 {1}";"";"";"talipk";"0";"";"21 Nov 2017 04:00 PM";"14 Dec 2017 03:36 PM";"KKTCGBS-R-1.2";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R32 {1}";"7.2.1 Özet Beyan Modülü üzerinden ithalat ve ihracat işlemlerinin taşıma bilgileri girilebilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R24 {1}";"";"";"talipk";"0";"";"21 Nov 2017 04:15 PM";"28 Feb 2018 08:17 PM";"KKTCGBS-R-1.2.1";"";"";"Evet";"";"Hayır";"";"";"";"";"";"";"";"KKTCGBS-R640 {1}, KKTCGBS-R639 {1}, KKTCGBS-R622 {1}, KKTCGBS-R645 {1}, KKTCGBS-R834 {2}, KKTCGBS-R636 {2}, KKTCGBS-R641 {2}, KKTCGBS-R643 {2}, KKTCGBS-R644 {2}, KKTCGBS-R856 {2}, KKTCGBS-R857 {2}, KKTCGBS-R858 {2}, KKTCGBS-R859 {2}, KKTCGBS-R860 {2}, KKTCGBS-R861 {2}, KKTCGBS-R640 {3}, KKTCGBS-R639 {3}, KKTCGBS-R624 {2}, KKTCGBS-R629 {2}, KKTCGBS-R630 {2}, KKTCGBS-R632 {2}, KKTCGBS-R633 {2}, KKTCGBS-R634 {2}, KKTCGBS-R635 {2}, KKTCGBS-R622 {3}, KKTCGBS-R814 {2}, KKTCGBS-R817 {2}, KKTCGBS-R818 {2}, KKTCGBS-R839 {2}, KKTCGBS-R844 {2}, KKTCGBS-R405 {2}, KKTCGBS-R406 {2}, KKTCGBS-R407 {2}, KKTCGBS-R408 {2}, KKTCGBS-R409 {2}, KKTCGBS-R645 {3}, KKTCGBS-R828 {2}, KKTCGBS-R829 {2}, KKTCGBS-R830 {2}, KKTCGBS-R831 {2}, KKTCGBS-R832 {2}, KKTCGBS-R833 {2}, KKTCGBS-R835 {2}, KKTCGBS-R836 {2}, KKTCGBS-R837 {2}, KKTCGBS-R894 {2}, KKTCGBS-R895 {2}, KKTCGBS-R1767 {2}";"";"";"";"";"";"";"";"";""
"KKTCGBS-R3334 {1}";"Yazılım özet beyanların varış öncesi bildirimi olarak acenteler tarafından oluşturulmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:07 PM";"10 May 2018 02:59 PM";"KKTCGBS-R-1.2.1.1";"SRS_OBY_7.2.1_001";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Kullanıcı Kabul Testi, Beta Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1088, KKTCGBS-1090, KKTCGBS-1092, KKTCGBS-1094, KKTCGBS-1096, KKTCGBS-1098, KKTCGBS-1100, KKTCGBS-1108";""
"KKTCGBS-R3335 {1}";"Yazılım varış öncesi bildirimi olarak oluşturulmuş özet beyanların da tescil edilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:08 PM";"10 May 2018 02:59 PM";"KKTCGBS-R-1.2.1.2";"SRS_OBY_7.2.1_002";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1133, KKTCGBS-1134, KKTCGBS-1135";""
"KKTCGBS-R3336 {1}";"Yazılım özet beyan türü olarak varış bildirimi seçilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:08 PM";"10 May 2018 02:59 PM";"KKTCGBS-R-1.2.1.3";"SRS_OBY_7.2.1_003";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1395";""
"KKTCGBS-R3337 {1}";"Yazılım özet beyan varış bildirimi yapılırken varış öncesi bildirimi yapılan özet beyanın taşıma senedinde referans verilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:08 PM";"10 May 2018 03:00 PM";"KKTCGBS-R-1.2.1.4";"SRS_OBY_7.2.1_004";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1395";""
"KKTCGBS-R3338 {1}";"Yazılım özet beyan varış bildirimleri güncellenirken yeni taşıma senetleri eklenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:08 PM";"10 May 2018 03:01 PM";"KKTCGBS-R-1.2.1.5";"SRS_OBY_7.2.1_005";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1109, KKTCGBS-1397";""
"KKTCGBS-R3339 {1}";"Yazılım özet beyan varış bildirimleri güncellenirken yeni eklenen taşıma senetlerinin toplam kap miktarlarının ilişkilendirildiği özet beyanın içerdiği kap miktarı toplamına eşit olmasının kontrolünün yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:08 PM";"10 May 2018 03:01 PM";"KKTCGBS-R-1.2.1.6";"SRS_OBY_7.2.1_006";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1397";""
"KKTCGBS-R3340 {1}";"Yazılım özet beyan varış bildirimi yapılırken süre kontrolü yapılmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:02 PM";"KKTCGBS-R-1.2.1.7";"SRS_OBY_7.2.1_007";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1395";""
"KKTCGBS-R3341 {1}";"Yazılım özet beyan varış bildirimi yapılırken varış bildiriminin onaylanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:03 PM";"KKTCGBS-R-1.2.1.8";"SRS_OBY_7.2.1_008";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi, Duman Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1401";""
"KKTCGBS-R3342 {1}";"Yazılım özet beyan varış bildirimi onaylandığında mükelleflere bildirim gönderilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:03 PM";"KKTCGBS-R-1.2.1.9";"SRS_OBY_7.2.1_009";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1401";""
"KKTCGBS-R3343 {1}";"Yazılım varış öncesi bildirimi olarak verilmiş ithalat özet beyanların tescil edildikten sonra özet beyan alanlarının uygun olanları üzerinden risk analizi modülü aracılığıyla kontrol hattı atanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:04 PM";"KKTCGBS-R-1.2.1.10";"SRS_OBY_7.2.1_010";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1370";""
"KKTCGBS-R3344 {1}";"Yazılım özet beyan varış bildirimlerinin ayrı kod kazanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:04 PM";"KKTCGBS-R-1.2.1.11";"SRS_OBY_7.2.1_011";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1395";""
"KKTCGBS-R3345 {1}";"Yazılım özet beyan varış bildirimi onaylandıktan ilişki kurulmuş özet beyanların otomatik onaylanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:05 PM";"KKTCGBS-R-1.2.1.12";"SRS_OBY_7.2.1_012";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Regresyon Testi, Otomatik Testi, Makulluk Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1149, KKTCGBS-1150, KKTCGBS-1151";""
"KKTCGBS-R3346 {1}";"Yazılım varış öncesi bildirimi olarak oluşturulmuş özet beyanlar için özet beyan muayene memurlarınca muayene sonuçlarının girilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:05 PM";"KKTCGBS-R-1.2.1.13";"SRS_OBY_7.2.1_013";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1122, KKTCGBS-1376";""
"KKTCGBS-R3347 {1}";"Yazılım özet beyan varış öncesi bildirimi için girilen muayene sonuçlarının detayının görüntülenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:09 PM";"10 May 2018 03:06 PM";"KKTCGBS-R-1.2.1.14";"SRS_OBY_7.2.1_014";"";"Hayır";"";"";"";"Muayene, Analiz";"Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1376";""
"KKTCGBS-R3348 {1}";"Yazılım özet beyan varış öncesi bildirimi için girilen muayene sonuçlarının güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R32 {1}";"";"";"talipk";"0";"";"15 Mar 2018 10:10 PM";"10 May 2018 04:03 PM";"KKTCGBS-R-1.2.1.15";"SRS_OBY_7.2.1_015";"";"Hayır";"";"";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-1123, KKTCGBS-1376";""
"KKTCGBS-R33 {1}";"7.2.2 Beyan sahipleri, tescil aşamasına kadar beyanlarını yayınlanmış XML formatında uygulamaya gönderebilecek ve sonuçlarını (tescil ve hata mesajları) XML formatında alabilecek, takip edebilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R24 {1}";"";"";"talipk";"0";"";"21 Nov 2017 05:08 PM";"16 Dec 2017 01:20 PM";"KKTCGBS-R-1.2.2";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R845 {3}";"Yazılım web servis üzerinden alınan özet beyanların ilgili gümrük idaresindeki özet beyan onay memurun önüne düşmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:05 PM";"KKTCGBS-R-1.2.2.1";"SRS_OBY_7.2.2_001";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"";""
"KKTCGBS-R855 {2}";"Yazılım beyan sahiplerinin özet beyanlarının web servis üzerinden alınmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:07 PM";"KKTCGBS-R-1.2.2.2";"SRS_OBY_7.2.2_002";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1445";""
"KKTCGBS-R854 {2}";"Yazılım özet beyanların web servis üzerinden alındıktan sonra aldığı tescil numarasının beyan sahibine dönülmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:06 PM";"KKTCGBS-R-1.2.2.3";"SRS_OBY_7.2.2_003";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Bileşen Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1452";""
"KKTCGBS-R853 {2}";"Yazılım beyan sahiplerinin özet beyanlarının web servis üzerinden alınırken girilen alanların doğruluğunun sistem tarafından kontrol edilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:07 PM";"KKTCGBS-R-1.2.2.4";"SRS_OBY_7.2.2_004";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Dinamik, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1445";""
"KKTCGBS-R852 {2}";"Yazılım beyan sahiplerinin web servis üzerinden alınan özet beyanlarında eksik alanlar için uyarı mesajı dönülmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Blocker";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:08 PM";"KKTCGBS-R-1.2.2.5";"SRS_OBY_7.2.2_005";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1445";""
"KKTCGBS-R851 {2}";"Yazılım beyan sahiplerinin web servis üzerinden alınan özet beyanlarında referans verilere karşılık gelen alanların yanlış girilmesi durumunda uyarı verilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Blocker";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:08 PM";"KKTCGBS-R-1.2.2.6";"SRS_OBY_7.2.2_006";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Otomatik Testi, Duman Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1445";""
"KKTCGBS-R850 {2}";"Yazılım web servis üzerinden özet beyanların genel bilgilerinin güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:09 PM";"KKTCGBS-R-1.2.2.7";"SRS_OBY_7.2.2_007";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi, Entegrasyon Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1458, KKTCGBS-1473";""
"KKTCGBS-R849 {2}";"Yazılım web servis üzerinden girilen taşıma senetlerinin silinmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:09 PM";"KKTCGBS-R-1.2.2.8";"SRS_OBY_7.2.2_008";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Otomatik Testi, Regresyon Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1479";""
"KKTCGBS-R848 {2}";"Yazılım web servis üzerinden girilen taşıma senetlerinin güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:10 PM";"KKTCGBS-R-1.2.2.9";"SRS_OBY_7.2.2_009";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1087, KKTCGBS-1458";""
"KKTCGBS-R847 {2}";"Yazılım web servis üzerinden girilen taşıma satırlarının silinmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:10 PM";"KKTCGBS-R-1.2.2.10";"SRS_OBY_7.2.2_010";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1484";""
"KKTCGBS-R846 {2}";"Yazılım web servis üzerinden girilen taşıma satırlarının güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:11 PM";"KKTCGBS-R-1.2.2.11";"SRS_OBY_7.2.2_011";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1458";""
"KKTCGBS-R1761 {2}";"Yazılım web servis üzerinden özet beyanların geçici olarak kaydedilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"sedad";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:11 PM";"KKTCGBS-R-1.2.2.12";"SRS_OBY_7.2.2_012";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1445";""
"KKTCGBS-R1762 {2}";"Yazılım web servis üzerinden geçici olarak kaydedilen özet beyanların tescil edilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Blocker";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"sedad";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:11 PM";"KKTCGBS-R-1.2.2.13";"SRS_OBY_7.2.2_013";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1452";""
